id,priority,repository,plugin,skill_name,source_path,recommendation,user_fit,fit_score,license,license_category,plugin_state,active_overlap_type,active_overlap_skill,upstream_duplicate_count,line_count,frontmatter_valid,name_matches_folder,has_trigger_boundary,has_non_trigger_boundary,missing_resource_count,claude_specific,codex_specific,subagent_assumption,external_mutation,destructive_command,explicit_user_boundary,dry_run_boundary,secret_reference,secret_boundary,verification_boundary,completion_boundary,task_state_boundary,unix_only_assumption,issue_count,issue_codes,issue_summary_ja,proposal_ja,description,source_url,repository_commit
openai-plugins--plugins-twilio-developer-kit-skills-twilio-ai-agent-architect-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-ai-agent-architect,plugins/twilio-developer-kit/skills/twilio-ai-agent-architect/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,310,true,true,false,false,0,false,false,false,true,false,false,false,true,false,true,true,true,false,5,missing_dry_run | mutation_without_approval | secret_boundary_missing | non_trigger_boundary_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 対象外不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Planning skill for AI-powered conversational agents. Qualifies the developer's use case across outcome sophistication, entry point, and customer profile to recommend the right Twilio Conversations architecture and implementation skills. Handles both high-level requests (""build me a voice AI assistant"") and specific ones (""integrate ConversationRelay with my OpenAI backend"").",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-ai-agent-architect/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-twilio-developer-kit-skills-twilio-customer-support-architect-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-customer-support-architect,plugins/twilio-developer-kit/skills/twilio-customer-support-architect/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,200,true,true,false,true,0,false,false,false,true,false,false,false,true,false,true,true,false,false,5,missing_dry_run | mutation_without_approval | secret_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Planning skill for building customer service and support systems. Qualifies the developer's needs across the support ladder (self-service → AI agents → contact center), channel mix, and scale to recommend the right Twilio architecture. Handles both ""build me a call center"" and ""add an IVR to my existing support line.""",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-customer-support-architect/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-twilio-developer-kit-skills-twilio-enterprise-knowledge-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-enterprise-knowledge,plugins/twilio-developer-kit/skills/twilio-enterprise-knowledge/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,354,true,true,false,false,0,false,false,false,true,false,false,false,false,false,true,false,false,false,6,missing_dry_run | mutation_without_approval | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Add knowledge retrieval to AI agents using Twilio's Enterprise Knowledge product. Enterprise Knowledge is a centralized, searchable repository of your organization's documents, websites, and content — FAQs, support policies, warranty terms, product catalogs. Current models don't have access to how you run your business today. Enterprise Knowledge gives agents a way to query this repository during a conversation and ground their responses in your actual approved source material. This skill covers provisioning a Knowledge Base and uploading knowledge sources from web URLs, PDFs, and raw text, and running semantic search to retrieve relevant chunks at runtime. Enterprise Knowledge is shared across your organization — it captures what your organization knows and how it is meant to run. It is distinct from Conversation Memory (twilio-customer-memory), which is scoped to individual end-customers and captures what you know about a specific person. The two are designed to be combined: enterprise content for business practices, customer memory for personalization.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-enterprise-knowledge/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-twilio-developer-kit-skills-twilio-marketing-promotions-advisor-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-marketing-promotions-advisor,plugins/twilio-developer-kit/skills/twilio-marketing-promotions-advisor/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,184,true,true,false,false,0,false,false,false,true,false,false,false,true,false,true,false,false,false,7,missing_dry_run | mutation_without_approval | secret_boundary_missing | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Planning skill for marketing and promotional messaging. Qualifies the developer's campaign needs across channel selection, compliance, audience segmentation, and delivery tracking to recommend the right Twilio messaging architecture. Handles both ""set up a promotional SMS campaign"" and ""build a multi-channel engagement pipeline with Segment integration.""",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-marketing-promotions-advisor/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-twilio-developer-kit-skills-twilio-notifications-alerts-advisor-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-notifications-alerts-advisor,plugins/twilio-developer-kit/skills/twilio-notifications-alerts-advisor/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,171,true,true,false,false,0,false,false,false,true,false,false,false,true,false,true,true,false,false,6,missing_dry_run | mutation_without_approval | secret_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Planning skill for transactional notifications, alerts, and reminders. Qualifies the developer's needs across urgency, channel selection, delivery confirmation, and fallback patterns to recommend the right Twilio notification architecture. Handles both ""send shipping updates to customers"" and ""build a multi-channel alert system with delivery confirmation and fallback.""",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-notifications-alerts-advisor/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-twilio-developer-kit-skills-twilio-sendgrid-account-setup-SKILL-md,P1,openai-plugins,twilio-developer-kit,twilio-sendgrid-account-setup,plugins/twilio-developer-kit/skills/twilio-sendgrid-account-setup/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,121,true,true,false,false,0,false,false,false,true,false,false,false,true,true,true,false,false,true,5,missing_dry_run | mutation_without_approval | unix_only | non_trigger_boundary_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 Windows経路不足 / P2 対象外不足 / P2 起動条件不足,skill単体ではなくplugin「twilio-developer-kit」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Set up a SendGrid account for email delivery. Covers API key creation (SG.-prefix), domain authentication (DKIM/SPF via CNAME records), Single Sender Verification for testing, SDK installation, and the relationship between SendGrid and Twilio credentials. Use before any other SendGrid skill. This skill is for SendGrid only — not the Twilio Email API (comms.twilio.com).",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/twilio-developer-kit/skills/twilio-sendgrid-account-setup/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-vercel-skills-vercel-services-SKILL-md,P1,openai-plugins,vercel,vercel-services,plugins/vercel/skills/vercel-services/SKILL.md,evaluate_as_plugin_bundle,high,81,Apache-2.0,permissive,not_installed_or_external,none,,1,171,true,true,false,false,0,false,false,false,true,false,false,false,false,true,true,false,false,false,6,missing_dry_run | mutation_without_approval | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「vercel」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Vercel Services — deploy multiple services within a single Vercel project. Use for monorepo layouts or when combining a backend (Python, Go) with a frontend (Next.js, Vite) in one deployment.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/vercel/skills/vercel-services/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-wix-skills-wix-manage-SKILL-md,P1,openai-plugins,wix,wix-manage,plugins/wix/skills/wix-manage/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,277,true,true,false,true,0,false,false,false,true,false,false,false,true,true,true,false,false,false,5,missing_dry_run | mutation_without_approval | completion_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P2 停止条件不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「wix」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Wix business solution management recipes — REST API operations for configuring and managing Wix business solutions. Routes to: stores, bookings, get-paid, CMS, contacts, forms, media, app-installation, pricing-plans, restaurants, rich-content, sites, blog, calendar, domains, site-properties, ecommerce.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/wix/skills/wix-manage/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-zoom-skills-virtual-agent-web-SKILL-md,P1,openai-plugins,zoom,zoom-virtual-agent-web,plugins/zoom/skills/virtual-agent/web/SKILL.md,evaluate_as_plugin_bundle,high,81,MIT,permissive,not_installed_or_external,none,,1,31,true,false,false,false,0,false,false,false,true,false,false,false,false,false,true,false,false,false,7,missing_dry_run | mutation_without_approval | name_folder_mismatch | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 name不一致 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足,skill単体ではなくplugin「zoom」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / frontmatter name「zoom-virtual-agent-web」とfolder「web」の不一致を解消し、Codex discovery時の識別を一意にする。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Zoom Virtual Agent SDK for web embeds. Use for campaign or entry ID chat launch, event-driven controls, user context updates, and CSP-safe deployment.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/zoom/skills/virtual-agent/web/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
ecc-everything-claude-code--skills-agent-sort-SKILL-md,P1,ecc-everything-claude-code,,agent-sort,skills/agent-sort/SKILL.md,merge_compare_with_active,high,79,MIT,permissive,not_applicable,exact,agent-sort,1,217,true,true,true,false,0,true,false,true,true,false,false,false,false,false,true,true,true,true,8,claude_assumption | missing_dry_run | mutation_without_approval | subagent_without_user_gate | unix_only | active_overlap | non_trigger_boundary_missing | openai_metadata_missing,P1 Claude固有前提 / P1 dry-run不足 / P1 外部変更の承認不足 / P1 subagent自動起動 / P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P3 Codex UI metadata不足,active「agent-sort」を残し、この上流版はdiff材料として扱う。 / Claude Codeのtool名・hook・.claude pathをCodexのtool/approval/commentary契約へ置換し、必要ならlegacy referenceへ分離する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / subagentやparallel agentを既定起動せず、ユーザーまたはPJ方針が明示した場合だけ使うgateを追加する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。,"Build an evidence-backed ECC install plan for a specific repo by sorting skills, commands, rules, hooks, and extras into DAILY vs LIBRARY buckets using parallel repo-aware review passes. Use when ECC should be trimmed to what a project actually needs instead of loading the full bundle.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/agent-sort/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-canary-watch-SKILL-md,P1,ecc-everything-claude-code,,canary-watch,skills/canary-watch/SKILL.md,merge_compare_with_active,high,79,MIT,permissive,not_applicable,exact,canary-watch,1,109,true,true,true,false,0,true,false,false,true,false,false,false,false,false,true,false,false,true,7,claude_assumption | missing_dry_run | mutation_without_approval | unix_only | active_overlap | non_trigger_boundary_missing | openai_metadata_missing,P1 Claude固有前提 / P1 dry-run不足 / P1 外部変更の承認不足 / P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P3 Codex UI metadata不足,active「canary-watch」を残し、この上流版はdiff材料として扱う。 / Claude Codeのtool名・hook・.claude pathをCodexのtool/approval/commentary契約へ置換し、必要ならlegacy referenceへ分離する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「canary-watch」との差分を取り、有益な規則だけを正本側へ統合する。,"Use this skill to monitor and verify a deployed URL after releases — checks HTTP endpoints, SSE streams, static assets, console errors, and performance regressions after deploys, merges, or dependency upgrades. Smoke / canary / post-deploy verification.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/canary-watch/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-codebase-onboarding-SKILL-md,P1,ecc-everything-claude-code,,codebase-onboarding,skills/codebase-onboarding/SKILL.md,merge_compare_with_active,high,79,MIT,permissive,not_applicable,exact,codebase-onboarding,1,235,true,true,true,false,0,true,false,false,true,false,false,false,false,false,true,false,true,false,7,claude_assumption | missing_dry_run | mutation_without_approval | active_overlap | completion_boundary_missing | non_trigger_boundary_missing | openai_metadata_missing,P1 Claude固有前提 / P1 dry-run不足 / P1 外部変更の承認不足 / P2 active重複 / P2 停止条件不足 / P2 対象外不足 / P3 Codex UI metadata不足,active「codebase-onboarding」を残し、この上流版はdiff材料として扱う。 / Claude Codeのtool名・hook・.claude pathをCodexのtool/approval/commentary契約へ置換し、必要ならlegacy referenceへ分離する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 新規追加せず、active「codebase-onboarding」との差分を取り、有益な規則だけを正本側へ統合する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。,"Analyze an unfamiliar codebase and generate a structured onboarding guide with architecture map, key entry points, conventions, and a starter CLAUDE.md. Use when joining a new project or setting up Claude Code for the first time in a repo.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/codebase-onboarding/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-agent-harness-construction-SKILL-md,P1,ecc-everything-claude-code,,agent-harness-construction,skills/agent-harness-construction/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,agent-harness-construction,1,75,true,true,false,false,0,false,false,false,true,false,false,false,false,false,false,true,false,false,7,missing_dry_run | mutation_without_approval | active_overlap | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P2 active重複 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「agent-harness-construction」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 新規追加せず、active「agent-harness-construction」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Design and optimize AI agent action spaces, tool definitions, and observation formatting for higher completion rates.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/agent-harness-construction/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-api-design-SKILL-md,P1,ecc-everything-claude-code,,api-design,skills/api-design/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,api-design,1,525,true,true,false,false,0,false,false,false,true,false,false,false,true,false,true,false,false,false,8,missing_dry_run | mutation_without_approval | secret_boundary_missing | active_overlap | non_trigger_boundary_missing | progressive_disclosure | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 active重複 / P2 対象外不足 / P2 本文過大 / P2 起動条件不足 / P3 Codex UI metadata不足,active「api-design」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 新規追加せず、active「api-design」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"REST API design patterns including resource naming, status codes, pagination, filtering, error responses, versioning, and rate limiting for production APIs.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/api-design/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-backend-patterns-SKILL-md,P1,ecc-everything-claude-code,,backend-patterns,skills/backend-patterns/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,backend-patterns,1,563,true,true,false,true,0,false,false,false,true,false,false,false,false,false,true,false,false,false,6,missing_dry_run | mutation_without_approval | active_overlap | progressive_disclosure | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P2 active重複 / P2 本文過大 / P2 起動条件不足 / P3 Codex UI metadata不足,active「backend-patterns」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 新規追加せず、active「backend-patterns」との差分を取り、有益な規則だけを正本側へ統合する。 / 563行の本文を入口、判断表、referencesへ分割し、最初に読む文脈量を抑える。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Backend architecture patterns, API design, database optimization, and server-side best practices for Node.js, Express, and Next.js API routes.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/backend-patterns/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-coding-standards-SKILL-md,P1,ecc-everything-claude-code,,coding-standards,skills/coding-standards/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,coding-standards,1,552,true,true,false,true,0,false,false,false,true,false,false,false,true,false,true,false,false,false,9,missing_dry_run | mutation_without_approval | secret_boundary_missing | active_overlap | completion_boundary_missing | progressive_disclosure | task_state_missing | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 active重複 / P2 停止条件不足 / P2 本文過大 / P2 PJ状態復元不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「coding-standards」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 新規追加せず、active「coding-standards」との差分を取り、有益な規則だけを正本側へ統合する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。,"Baseline cross-project coding conventions for naming, readability, immutability, and code-quality review. Use detailed frontend or backend skills for framework-specific patterns.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/coding-standards/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-django-patterns-SKILL-md,P1,ecc-everything-claude-code,,django-patterns,skills/django-patterns/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,django-patterns,1,736,true,true,false,false,0,false,false,false,true,false,false,false,true,false,true,false,false,false,8,missing_dry_run | mutation_without_approval | secret_boundary_missing | active_overlap | non_trigger_boundary_missing | progressive_disclosure | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 外部変更の承認不足 / P1 secret境界不足 / P2 active重複 / P2 対象外不足 / P2 本文過大 / P2 起動条件不足 / P3 Codex UI metadata不足,active「django-patterns」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 新規追加せず、active「django-patterns」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Django architecture patterns, REST API design with DRF, ORM best practices, caching, signals, middleware, and production-grade Django apps.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/django-patterns/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-django-security-SKILL-md,P1,ecc-everything-claude-code,,django-security,skills/django-security/SKILL.md,merge_compare_with_active,high,78,MIT,permissive,not_applicable,exact,django-security,1,645,true,true,false,true,0,false,false,false,true,false,false,true,true,true,true,false,false,false,5,mutation_without_approval | active_overlap | progressive_disclosure | trigger_boundary_missing | openai_metadata_missing,P1 外部変更の承認不足 / P2 active重複 / P2 本文過大 / P2 起動条件不足 / P3 Codex UI metadata不足,active「django-security」を残し、この上流版はdiff材料として扱う。 / push・deploy・送信・外部更新はread-only/dry-runを既定にし、実行直前にユーザーの明示承認を要求する。 / 新規追加せず、active「django-security」との差分を取り、有益な規則だけを正本側へ統合する。 / 645行の本文を入口、判断表、referencesへ分割し、最初に読む文脈量を抑える。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Django security best practices, authentication, authorization, CSRF protection, SQL injection prevention, XSS prevention, and secure deployment configurations.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/django-security/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
